ISIN,Ticker,Name,Shares,Exchange rate,Result,Total amount,Withholding tax,Currency (Withholding tax),Charge amount (GBP),Stamp duty (GBP),Stamp duty reserve tax (GBP),Transaction fee (GBP),Notes,Order ID,French transaction tax,Execution_Price,Trading day,Trading time,Type,Price,Sector,Industry,YF_TICKER
GB00BDR05C01,NG,National Grid,1,100,,9.19,,,,,0.05,,,EOF155067316,,914.6,20/03/2020,09:53:00,Buy,9.146,Utilities,Utilities—Regulated Electric,NG.L
US2546871060,DIS,Walt Disney,1,1.17811,,81.56,,,,,,,,EOF155260423,,96.09,20/03/2020,13:30:00,Buy,81.56284218,Communication Services,Entertainment,DIS
US92826C8394,V,Visa,0.58,1.17818,,75.88,,,,,,,,EOF155268762,,154.15,20/03/2020,13:31:00,Buy,130.8373933,Financial Services,Credit Services,V
US2473617023,DAL,Delta Air Lines,1,1.23997,,20.16,,,,,,,,EOF164893808,,25,01/04/2020,15:24:00,Buy,20.16177811,Industrials,Airlines,DAL
US2473617023,DAL,Delta Air Lines,5,1.23917,,97.32,,,,,,,,EOF164951873,,24.12,01/04/2020,16:14:00,Buy,19.46464166,Industrials,Airlines,DAL
US2473617023,DAL,Delta Air Lines,2,1.22116,,35.81,,,,,,,,EOF166934313,,21.87,03/04/2020,15:53:00,Buy,17.90920109,Industrials,Airlines,DAL
NL0000235190,AIR,Airbus,3,1.13391,,143.29,,,,,,,,EOF167385225,0.43,54,06/04/2020,07:04:00,Buy,47.62282721,Industrials,Aerospace & Defense,AIR.PA
US02376R1023,AAL,American Airlines,4,1.24904,,40.09,,,,,,,,EOF172712517,,12.52,13/04/2020,13:32:00,Buy,10.0236982,Industrials,Airlines,AAL
US46131B1008,IVR,Invesco Mortgage Capital,16,1.24855,,48.43,,,,,,,,EOF172746968,,3.78,13/04/2020,13:36:00,Buy,3.027511914,Real Estate,REIT—Mortgage,IVR
US5658491064,MRO,Marathon Oil,10,1.24885,,33.87,,,,,,,,EOF172750863,,4.23,13/04/2020,13:37:00,Buy,3.387116147,Energy,Oil & Gas E&P,MRO
GB0006215205,NEX,National Express Group,10,100,,27.09,,,,0.13,,,,EOF173470032,,269.6,14/04/2020,07:00:00,Buy,2.696,Industrials,Railroads,NEX.L
US46131B1008,IVR,Invesco Mortgage Capital,10,1.22785,,23.37,,,,,,,,EOF181515840,,2.87,21/04/2020,13:30:00,Buy,2.337419066,Real Estate,REIT—Mortgage,IVR
US02376R1023,AAL,American Airlines,3,1.23234,,25.56,,,,,,,,EOF183752181,,10.5,22/04/2020,14:58:00,Buy,8.52037587,Industrials,Airlines,AAL
NL0000235190,AIR,Airbus,1,1.14479,,44.08,,,,,,,,EOF188446611,,50.47,27/04/2020,14:21:00,Buy,44.08668839,Industrials,Aerospace & Defense,AIR.PA
GB0032089863,NXT,Next,1,100,,47.24,,,,,0.24,,,EOF195378452,,4700,01/05/2020,07:15:00,Buy,47,Consumer Cyclical,Apparel Retail,NXT.L
GB00B03MM408,RDSB,Royal Dutch Shell,4,100,,50.3,,,,,0.25,,,EOF205635405,,1251.4,11/05/2020,09:03:00,Buy,12.514,Energy,Oil & Gas Integrated,RDSB.AS
IE0005042456,ISF,iShares Core FTSE 100,9,100,,52.48,,,,,,,,EOF205637640,,583.2,11/05/2020,09:04:00,Buy,5.832,Uncategorised,Uncategorised,ISF.L
US0530151036,ADP,Automatic Data Processing,0.2,1.23217,,23.48,,,,,,,,EOF206139309,,144.71,11/05/2020,13:32:00,Buy,117.4432099,Industrials,Staffing & Employment Services,ADP
US5246601075,LEG,Leggett & Platt,2,1.2276,,45.63,,,,,,,,EOF208675097,,28.01,12/05/2020,17:41:00,Buy,22.81687846,Consumer Cyclical,"Furnishings, Fixtures & Appliances",LEG
GB0006215205,NEX,National Express Group,7,100,,14.28,,,,,0.07,,,EOF209192061,,203,13/05/2020,07:23:00,Buy,2.03,Industrials,Railroads,NEX.L
GB00B1KJJ408,WTB,Whitbread,0.5,100,,13.03,,,,,0.06,,,EOF209205108,,2595,13/05/2020,07:29:00,Buy,25.95,Consumer Cyclical,Restaurants,WTB.L
US46131B1008,IVR,Invesco Mortgage Capital,3,1.22228,,6.15,,,,,,,,EOF210282605,,2.51,13/05/2020,15:41:00,Buy,2.053539287,Real Estate,REIT—Mortgage,IVR
US0970231058,BA,Boeing,0.4,1.22216,,39.46,,,,,,,,EOF210464072,,120.57,13/05/2020,16:42:00,Buy,98.65320416,Industrials,Aerospace & Defense,BA
US2473617023,DAL,Delta Air Lines,3,1.22179,,48.22,,,,,,,,EOF210666822,,19.64,13/05/2020,18:55:00,Buy,16.07477553,Industrials,Airlines,DAL
US95040Q1040,WELL,Welltower,0.28,1.21912,,10.32,,,,,,,,EOF216387290,,44.96,18/05/2020,16:07:00,Buy,36.87906031,Real Estate,REIT—Healthcare Facilities,WELL
US95040Q1040,WELL,Welltower,1,1.2181,,38.11,,,,,,,,EOF223160271,,46.43,22/05/2020,13:30:00,Buy,38.11673918,Real Estate,REIT—Healthcare Facilities,WELL
US7561091049,O,Realty Income,1,1.21752,,42.4,,,,,,,,EOF223210639,,51.63,22/05/2020,13:34:00,Buy,42.40587424,Real Estate,REIT—Retail,O
GB0002634946,BA.,BAE Systems,10,100,,50.93,,,,,0.25,,,EOF224872259,,506.8,26/05/2020,07:00:00,Buy,5.068,Industrials,Aerospace & Defense,BA.L
GB00B1KJJ408,WTB,Whitbread,1,100,,24.02,,,,,0.12,,,EOF224908569,,2390,26/05/2020,07:02:00,Buy,23.9,Consumer Cyclical,Restaurants,WTB.L
GB00BN7CG237,AML,Aston Martin,140,100,,68.94,,,,,0.34,,,EOF224930822,,49,26/05/2020,07:05:00,Buy,0.49,Consumer Cyclical,Auto Manufacturers,AML.L
US5021751020,LTC,LTC Properties,0.05,1.23345,,1.53,,,,,,,,EOF226124971,,37.85,26/05/2020,13:49:00,Buy,30.68628643,Real Estate,REIT—Healthcare Facilities,LTC
GB00BZBX0P70,GYM,Gym Group,20,100,,29.15,,,,,0.15,,,EOF227220403,,145,27/05/2020,07:00:00,Buy,1.45,Consumer Cyclical,Leisure,GYM.L
GB00B15FWH70,CINE,Cineworld Group,80,100,,56.4,,,,,0.28,,,EOF227236780,,70.16,27/05/2020,07:01:00,Buy,0.7016,Communication Services,Entertainment,CINE.L
GB00B1722W11,JET2,Jet2,4,100,,33.56,,,,,,,,EOF227246824,,839,27/05/2020,07:02:00,Buy,8.39,Consumer Cyclical,Travel Services,JET2.L
US0311621009,AMGN,Amgen,0.028,1.22584,,5.03,,,,,,,,EOF228413173,,220.28,27/05/2020,13:37:00,Buy,179.6971872,Healthcare,Drug Manufacturers—General,AMGN
GB0006215205,NEX,National Express Group,22,100,,49.44,,,,0.25,,,,EOF229782852,,223.6,28/05/2020,07:06:00,Buy,2.236,Industrials,Railroads,NEX.L
GB00BZBX0P70,GYM,Gym Group,10,100,2.84,17.34,,,,,,,,EOF230013125,,173.4,28/05/2020,08:16:00,Sell,1.734,Consumer Cyclical,Leisure,GYM.L
GB0032089863,NXT,Next,1,100,2.95,49.95,,,,,,,,EOF230017028,,4995,28/05/2020,08:18:00,Sell,49.95,Consumer Cyclical,Apparel Retail,NXT.L
GB00B15FWH70,CINE,Cineworld Group,30,100,7.01,28.06,,,,,,,,EOF230041271,,93.54,28/05/2020,08:27:00,Sell,0.9354,Communication Services,Entertainment,CINE.L
NL0000235190,AIR,Airbus,4,1.11307,28.88,215.83,,,,,,,,EOF230260255,,60.06,28/05/2020,10:03:00,Sell,53.95887051,Industrials,Aerospace & Defense,AIR.PA
US46131B1008,IVR,Invesco Mortgage Capital,20,1.2297,,48.46,,,,,,,,EOF230614352,,2.98,28/05/2020,13:30:00,Buy,2.42335529,Real Estate,REIT—Mortgage,IVR
US0970231058,BA,Boeing,0.2,1.23006,5.64,25.36,,,,,,,,EOF230667895,,156.03,28/05/2020,13:31:00,Sell,126.8474709,Industrials,Aerospace & Defense,BA
US2473617023,DAL,Delta Air Lines,2,1.22995,6.01,42.65,,,,,,,,EOF230671252,,26.23,28/05/2020,13:31:00,Sell,21.32607017,Industrials,Airlines,DAL
NL0000235190,AIR,Airbus,2,1.10641,,104.78,,,,,,,,EOF232242584,,57.97,29/05/2020,09:07:00,Buy,52.3946819,Industrials,Aerospace & Defense,AIR.PA
US01609W1027,BABA,Alibaba,1,1.23404,,162.06,,,,,,,,EOF232655802,,200,29/05/2020,13:30:00,Buy,162.0693008,Consumer Cyclical,Internet Retail,BABA
US7427181091,PG,Procter & Gamble,1,1.23696,,93.37,,,,,,,,EOF233054048,,115.5,29/05/2020,14:52:00,Buy,93.37407839,Consumer Defensive,Household & Personal Products,PG
US08862E1091,BYND,Beyond Meat,0.25,1.23167,,25.06,,,,,,,,EOF233108284,,123.48,29/05/2020,15:10:00,Buy,100.2541265,Consumer Defensive,Packaged Foods,BYND
GB0002634946,BA.,BAE Systems,10,100,,49.79,,,,,0.25,,,EOF233144392,,495.4,29/05/2020,15:23:00,Buy,4.954,Industrials,Aerospace & Defense,BA.L
GB00BD0NVK62,BOWL,Hollywood Bowl Group,40,100,,73.57,,,,0.37,,,,EOF234036982,,183,01/06/2020,07:05:00,Buy,1.83,Consumer Cyclical,Leisure,BOWL.L
GB00B63QSB39,GRG,Greggs,4,100,,74.97,,,,,0.37,,,EOF234326695,,1865,01/06/2020,09:19:00,Buy,18.65,Consumer Defensive,Grocery Stores,GRG.L
DE0002635299,EXSH,iShares STOXX Europe Select Dividend 30,2,1.12625,,25.05,,,,,,,,EOF235894038,,14.1,02/06/2020,07:05:00,Buy,12.51942286,Uncategorised,Uncategorised,EXSH.DE
GB00BVDPPV41,RBG,Revolution Bars Group,300,100,,100.7,,,,,0.5,,,EOF236890713,,33.4,02/06/2020,13:55:00,Buy,0.334,Consumer Cyclical,Restaurants,RBG.L
GB00B63QSB39,GRG,Greggs,21,100,,398.04,,,,1.98,,,,EOF240376303,,1886,04/06/2020,07:00:00,Buy,18.86,Consumer Defensive,Grocery Stores,GRG.L
GB00BZBX0P70,GYM,Gym Group,225,100,,404.76,,,,2.01,,,,EOF240390684,,179,04/06/2020,07:00:00,Buy,1.79,Consumer Cyclical,Leisure,GYM.L
GB0006731235,ABF,Associated British Foods,20,100,,391.25,,,,1.95,,,,EOF240391988,,1946.5,04/06/2020,07:00:00,Buy,19.465,Consumer Defensive,Packaged Foods,ABF.L
GB00BN7CG237,AML,Aston Martin,600,100,,404.01,,,,2.01,,,,EOF240483492,,67,04/06/2020,07:04:00,Buy,0.67,Consumer Cyclical,Auto Manufacturers,AML.L
GB00BD0NVK62,BOWL,Hollywood Bowl Group,225,100,,397.98,,,,1.98,,,,EOF240683900,,176,04/06/2020,08:03:00,Buy,1.76,Consumer Cyclical,Leisure,BOWL.L
GB0032360173,HGM,Highland Gold Mining,20,100,,47.68,,,,,,,,EOF240849355,,238.4,04/06/2020,09:14:00,Buy,2.384,Uncategorised,Uncategorised,HGM.L
US37229T3014,GNUS,Genius Brands,60,1.25357,,490.6,,,,,,,,EOF241540909,,10.25,04/06/2020,13:40:00,Buy,8.176647495,Communication Services,Entertainment,GNUS
US98420U7037,XSPA,XpresSpa,70,1.26091,,104.92,,,,,,,,EOF242404102,,1.89,04/06/2020,16:30:00,Buy,1.498917449,Consumer Cyclical,Personal Services,XSPA
US37229T3014,GNUS,Genius Brands,10,1.25997,,46.43,,,,,,,,EOF242556836,,5.85,04/06/2020,17:30:00,Buy,4.64296769,Communication Services,Entertainment,GNUS
US98420U7037,XSPA,XpresSpa,70,1.26024,5.06,109.98,,,,,,,,EOF242565055,,1.98,04/06/2020,17:33:00,Sell,1.571129309,Consumer Cyclical,Personal Services,XSPA
US98420U7037,XSPA,XpresSpa,30,1.26037,,50.7,,,,,,,,EOF242594764,,2.13,04/06/2020,17:42:00,Buy,1.689979927,Consumer Cyclical,Personal Services,XSPA
GB00BVDPPV41,RBG,Revolution Bars Group,250,100,,63.32,,,,,0.32,,,EOF243300352,,25.2,05/06/2020,07:11:00,Buy,0.252,Consumer Cyclical,Restaurants,RBG.L
US98420U7037,XSPA,XpresSpa,30,1.26978,11.67,62.37,,,,,,,,EOF244575920,,2.64,05/06/2020,13:38:00,Sell,2.079100317,Consumer Cyclical,Personal Services,XSPA
US88160R1014,TSLA,Tesla,0.08,1.26954,,54.93,,,,,,,,EOF245087913,,871.7,05/06/2020,14:28:00,Buy,686.6266522,Consumer Cyclical,Auto Manufacturers,TSLA
US02376R1023,AAL,American Airlines,4,1.26703,20.82,58.34,,,,,,,,EOF246176142,,18.48,05/06/2020,18:59:00,Sell,14.58529001,Industrials,Airlines,AAL
US2473617023,DAL,Delta Air Lines,7,1.26729,62.38,190.62,,,,,,,,EOF246187496,,34.51,05/06/2020,19:03:00,Sell,27.23133616,Industrials,Airlines,DAL
GB00BVDPPV41,RBG,Revolution Bars Group,160,100,,52.9,,,,,0.26,,,EOF247030159,,32.9,08/06/2020,07:07:00,Buy,0.329,Consumer Cyclical,Restaurants,RBG.L
GB00B0130H42,ITM,ITM Power,20,100,,57.9,,,,,,,,EOF247165068,,289.5,08/06/2020,07:24:00,Buy,2.895,Technology,Electronic Components,ITM.L
GB00B0130H42,ITM,ITM Power,30,100,,95.1,,,,,,,,EOF247286067,,317,08/06/2020,07:46:00,Buy,3.17,Technology,Electronic Components,ITM.L
GB00B0130H42,ITM,ITM Power,50,100,7.75,160.75,,,,,,,,EOF247362254,,321.5,08/06/2020,08:03:00,Sell,3.215,Technology,Electronic Components,ITM.L
GB00BZBX0P70,GYM,Gym Group,235,100,8.1,425.35,,,,,,,,EOF248351403,,181,08/06/2020,12:55:00,Sell,1.81,Consumer Cyclical,Leisure,GYM.L
US03743Q1085,APA,APA Corp.,12,1.26842,,161.77,,,,,,,,EOF248724726,,17.1,08/06/2020,13:39:00,Buy,13.48133899,Energy,Oil & Gas E&P,APA
US83088V1026,WORK,Slack,4,1.26881,,98.01,,,,,,,,EOF248786961,,31.09,08/06/2020,13:42:00,Buy,24.50327472,Technology,Software—Application,WORK
GB00BZBX0P70,GYM,Gym Group,50,100,,89.45,,,,0.45,,,,EOF248930563,,178,08/06/2020,13:52:00,Buy,1.78,Consumer Cyclical,Leisure,GYM.L
US0970231058,BA,Boeing,1,1.26897,,180.46,,,,,,,,EOF249060614,,229,08/06/2020,14:04:00,Buy,180.461319,Industrials,Aerospace & Defense,BA
GB00B0130H42,ITM,ITM Power,50,100,,135.5,,,,,,,,EOF249309851,,271,08/06/2020,14:31:00,Buy,2.71,Technology,Electronic Components,ITM.L
US0028241000,ABT,Abbott Laboratories,0.699277,1.26863,,50,,,,,,,,EOF249324419,,90.71,08/06/2020,14:33:00,Buy,71.50232928,Healthcare,Medical Devices,ABT
GB00BD0NVK62,BOWL,Hollywood Bowl Group,265,100,21.05,490.25,,,,,,,,EOF249439611,,185,08/06/2020,14:46:00,Sell,1.85,Consumer Cyclical,Leisure,BOWL.L
GB00BD0NVK62,BOWL,Hollywood Bowl Group,26,100,,48.08,,,,0.24,,,,EOF249499360,,184,08/06/2020,14:53:00,Buy,1.84,Consumer Cyclical,Leisure,BOWL.L
GB00BD0NVK62,BOWL,Hollywood Bowl Group,90,100,,159.19,,,,0.79,,,,EOF249516009,,176,08/06/2020,14:55:00,Buy,1.76,Consumer Cyclical,Leisure,BOWL.L
GB00B0130H42,ITM,ITM Power,50,100,15.5,151,,,,,,,,EOF249708708,,302,08/06/2020,15:23:00,Sell,3.02,Technology,Electronic Components,ITM.L
GB00B10RZP78,ULVR,Unilever,2.26347786,100,,100,,,,,0.5,,,EOF249747779,,4396,08/06/2020,15:29:00,Buy,43.96,Consumer Defensive,Household & Personal Products,ULVR.L
US4523271090,ILMN,Illumina,1,1.27117,,281.38,,,,,,,,EOF250254830,,357.68,08/06/2020,17:38:00,Buy,281.3785725,Healthcare,Diagnostics & Research,ILMN
GB00B0130H42,ITM,ITM Power,35,100,,99.23,,,,,,,,EOF251176158,,283.5,09/06/2020,07:13:00,Buy,2.835,Technology,Electronic Components,ITM.L
GB0032089863,NXT,Next,0.4557644,100,,25,,,,,0.12,,,EOF251241083,,5458,09/06/2020,07:26:00,Buy,54.58,Consumer Cyclical,Apparel Retail,NXT.L
GB0006731235,ABF,Associated British Foods,20,100,19.9,409.2,,,,,,,,EOF251333660,,2046,09/06/2020,07:43:00,Sell,20.46,Consumer Defensive,Packaged Foods,ABF.L
GB00B1KJJ408,WTB,Whitbread,1,100,2.62,27.2,,,,,,,,EOF251341314,,2720,09/06/2020,07:44:00,Sell,27.2,Consumer Cyclical,Restaurants,WTB.L
NL0000235190,AIR,Airbus,2,1.12534,35.61,140.4,,,,,,,,EOF251364949,,79,09/06/2020,07:49:00,Sell,70.20100592,Industrials,Aerospace & Defense,AIR.PA
GB00B1KJJ408,WTB,Whitbread,11.05992819,100,,300,,,,,1.49,,,EOF251802387,,2699,09/06/2020,09:46:00,Buy,26.99,Consumer Cyclical,Restaurants,WTB.L
NL0000235190,AIR,Airbus,1,1.12218,,67.73,,,,,,,,EOF251860134,,76,09/06/2020,10:14:00,Buy,67.72532036,Industrials,Aerospace & Defense,AIR.PA
GB00B10RZP78,ULVR,Unilever,1.14581397,100,,50,,,,,0.25,,,EOF252011252,,4342,09/06/2020,11:34:00,Buy,43.42,Consumer Defensive,Household & Personal Products,ULVR.L
GB00B1KJJ408,WTB,Whitbread,4,100,,107.62,,,,0.54,,,,EOF252013426,,2677,09/06/2020,11:35:00,Buy,26.77,Consumer Cyclical,Restaurants,WTB.L
GB0006731235,ABF,Associated British Foods,2,100,,41.81,,,,0.21,,,,EOF252015216,,2080,09/06/2020,11:36:00,Buy,20.8,Consumer Defensive,Packaged Foods,ABF.L
GB0000536739,AHT,Ashtead Group,2,100,,51.4,,,,0.26,,,,EOF252048221,,2557,09/06/2020,11:51:00,Buy,25.57,Industrials,Rental & Leasing Services,AHT.L
GB00B1KJJ408,WTB,Whitbread,2,100,,53.95,,,,,0.27,,,EOF252179327,,2684,09/06/2020,13:00:00,Buy,26.84,Consumer Cyclical,Restaurants,WTB.L
GB00BN7CG237,AML,Aston Martin,455,100,60.99,350.35,,,,,,,,EOF252209797,,77,09/06/2020,13:18:00,Sell,0.77,Consumer Cyclical,Auto Manufacturers,AML.L
US57636Q1040,MA,Mastercard,0.2053015,1.26978,,50,,,,,,,,EOF252658353,,309.25,09/06/2020,13:55:00,Buy,243.5461261,Financial Services,Credit Services,MA
US03743Q1085,APA,APA Corp.,2,1.27188,,25.91,,,,,,,,EOF253091923,,16.48,09/06/2020,14:56:00,Buy,12.95719722,Energy,Oil & Gas E&P,APA
US83088V1026,WORK,Slack,2.02121,1.27214,,50,,,,,,,,EOF253110756,,31.47,09/06/2020,14:59:00,Buy,24.73784332,Technology,Software—Application,WORK
GB00B63QSB39,GRG,Greggs,5.72511432,100,,100,,,,,0.5,,,EOF253125041,,1738,09/06/2020,15:02:00,Buy,17.38,Consumer Defensive,Grocery Stores,GRG.L
GB00B0130H42,ITM,ITM Power,18.2815356,100,,50,,,,,,,,EOF253157056,,273.5,09/06/2020,15:08:00,Buy,2.735,Technology,Electronic Components,ITM.L
GB00B1KJJ408,WTB,Whitbread,1.84332134,100,,50,,,,,0.25,,,EOF254223532,,2699,10/06/2020,07:16:00,Buy,26.99,Consumer Cyclical,Restaurants,WTB.L
GB00B1KJJ408,WTB,Whitbread,1.93283772,100,,50,,,,,0.25,,,EOF254521094,,2574,10/06/2020,09:32:00,Buy,25.74,Consumer Cyclical,Restaurants,WTB.L
GB00BBQ38507,KWS,Keywords Studios,1,100,,16.81,,,,,,,,EOF254530816,,1681,10/06/2020,09:36:00,Buy,16.81,Communication Services,Electronic Gaming & Multimedia,KWS.L
GB0006731235,ABF,Associated British Foods,2.44477852,100,,50,,,,,0.25,,,EOF254612627,,2035,10/06/2020,10:16:00,Buy,20.35,Consumer Defensive,Packaged Foods,ABF.L
GB00BZBX0P70,GYM,Gym Group,29.6845125,100,,50,,,,,0.25,,,EOF254674587,,167.6,10/06/2020,10:49:00,Buy,1.676,Consumer Cyclical,Leisure,GYM.L
GB00B0130H42,ITM,ITM Power,16.2601626,100,,50,,,,,,,,EOF254683995,,307.5,10/06/2020,10:55:00,Buy,3.075,Technology,Electronic Components,ITM.L
US30303M1027,FB,Facebook,0.1065155,1.27776,,20,,,,,,,,EOF255005590,,239.92,10/06/2020,13:31:00,Buy,187.7660907,Communication Services,Internet Content & Information,FB
US2473617023,DAL,Delta Air Lines,0.788629,1.27758,,20,,,,,,,,EOF255032186,,32.4,10/06/2020,13:32:00,Buy,25.3604471,Industrials,Airlines,DAL
PA1436583006,CCL,Carnival,1,1.27719,,17.15,,,,,,,,EOF255053172,,21.9,10/06/2020,13:34:00,Buy,17.14701806,Consumer Cyclical,Travel Services,CCL
US02376R1023,AAL,American Airlines,3.808751,1.27517,,50,,,,,,,,EOF255169434,,16.74,10/06/2020,13:43:00,Buy,13.12766141,Industrials,Airlines,AAL
GB00B0130H42,ITM,ITM Power,69,100,23.47,221.15,,,,,,,,EOF255926753,,320.5,10/06/2020,15:28:00,Sell,3.205,Technology,Electronic Components,ITM.L
US8522341036,SQ,Square,0.693436,1.28063,,50,,,,,,,,EOF256404059,,92.34,10/06/2020,18:20:00,Buy,72.10513575,Technology,Software—Infrastructure,SQ
GB00BZBX0P70,GYM,Gym Group,30,100,,48.3,,,,,0.24,,,EOF256954759,,160.2,11/06/2020,07:06:00,Buy,1.602,Consumer Cyclical,Leisure,GYM.L
GB00B15FWH70,CINE,Cineworld Group,60,100,,48.78,,,,,0.24,,,EOF256958490,,80.9,11/06/2020,07:06:00,Buy,0.809,Communication Services,Entertainment,CINE.L
GB0002634946,BA.,BAE Systems,5,100,,25.87,,,,,0.13,,,EOF256976694,,514.8,11/06/2020,07:08:00,Buy,5.148,Industrials,Aerospace & Defense,BA.L
GB00BVDPPV41,RBG,Revolution Bars Group,80,100,,20.18,,,,,0.1,,,EOF257000168,,25.1,11/06/2020,07:12:00,Buy,0.251,Consumer Cyclical,Restaurants,RBG.L
GB0032089863,NXT,Next,0.5,100,,25.06,,,,,0.12,,,EOF257020874,,4987,11/06/2020,07:16:00,Buy,49.87,Consumer Cyclical,Apparel Retail,NXT.L
IE00B3VVMM84,VFEM,Vanguard FTSE Emerging Markets,0.5,1,,21.3,,,,,,,,EOF257026874,,42.6,11/06/2020,07:17:00,Buy,42.6,Uncategorised,Uncategorised,VFEM.L
GB00B1KJJ408,WTB,Whitbread,4.254061,100,,100,,,,,0.5,,,EOF257214881,,2339,11/06/2020,08:16:00,Buy,23.39,Consumer Cyclical,Restaurants,WTB.L
GB0002634946,BA.,BAE Systems,25,100,3.69,129.65,,,,,,,,EOF257221746,,518.6,11/06/2020,08:18:00,Sell,5.186,Industrials,Aerospace & Defense,BA.L
GB00BN7CG237,AML,Aston Martin,72.051039,100,,50,,,,,0.25,,,EOF257236810,,69.05,11/06/2020,08:25:00,Buy,0.6905,Consumer Cyclical,Auto Manufacturers,AML.L
GB0005603997,LGEN,Legal & General Group,66,100,,150.11,,,,,0.75,,,EOF257405996,,226.3,11/06/2020,09:29:00,Buy,2.263,Financial Services,Insurance—Life,LGEN.L
GB00BD0NVK62,BOWL,Hollywood Bowl Group,30.2439167,100,,50,,,,,0.25,,,EOF257588338,,164.5,11/06/2020,11:11:00,Buy,1.645,Consumer Cyclical,Leisure,BOWL.L
GB00B15FWH70,CINE,Cineworld Group,65.410521,100,,50,,,,,0.25,,,EOF257789674,,76.06,11/06/2020,12:42:00,Buy,0.7606,Communication Services,Entertainment,CINE.L
US46131B1008,IVR,Invesco Mortgage Capital,25,1.26359,22.15,86.66,,,,,,,,EOF258947063,,4.38,11/06/2020,16:04:00,Sell,3.466314232,Real Estate,REIT—Mortgage,IVR
US08862E1091,BYND,Beyond Meat,0.25,1.25922,3.07,28.13,,,,,,,,EOF259502824,,141.68,11/06/2020,19:20:00,Sell,112.514096,Consumer Defensive,Packaged Foods,BYND
US92826C8394,V,Visa,0.58,1.25913,11.45,87.34,,,,,,,,EOF259506458,,189.6,11/06/2020,19:21:00,Sell,150.5801625,Financial Services,Credit Services,V
US2546871060,DIS,Walt Disney,1,1.25893,7.85,89.41,,,,,,,,EOF259514396,,112.56,11/06/2020,19:24:00,Sell,89.40926024,Communication Services,Entertainment,DIS
US2473617023,DAL,Delta Air Lines,0.788629,1.25893,0.89,16.91,,,,,,,,EOF259518641,,27,11/06/2020,19:25:00,Sell,21.44678417,Industrials,Airlines,DAL
US01609W1027,BABA,Alibaba,1,1.25885,7.83,169.9,,,,,,,,EOF259520941,,213.88,11/06/2020,19:25:00,Sell,169.9011002,Consumer Cyclical,Internet Retail,BABA
US5658491064,MRO,Marathon Oil,5,1.25893,8.04,24.98,,,,,,,,EOF259528886,,6.29,11/06/2020,19:27:00,Sell,4.996306387,Energy,Oil & Gas E&P,MRO
US5246601075,LEG,Leggett & Platt,1,1.25904,3.6,26.42,,,,,,,,EOF259538446,,33.27,11/06/2020,19:30:00,Sell,26.42489516,Consumer Cyclical,"Furnishings, Fixtures & Appliances",LEG
US83088V1026,WORK,Slack,1,1.259,,23.62,,,,,,,,EOF259564541,,29.74,11/06/2020,19:39:00,Buy,23.62192216,Technology,Software—Application,WORK
GB0006731235,ABF,Associated British Foods,5.16359558,100,,100,,,,,0.5,,,EOF260764366,,1927,12/06/2020,12:13:00,Buy,19.27,Consumer Defensive,Packaged Foods,ABF.L
GB00B1KJJ408,WTB,Whitbread,2,100,,47.92,,,,,0.24,,,EOF260771955,,2384,12/06/2020,12:17:00,Buy,23.84,Consumer Cyclical,Restaurants,WTB.L
GB0032089863,NXT,Next,1,100,,50.75,,,,,0.25,,,EOF260779971,,5050,12/06/2020,12:21:00,Buy,50.5,Consumer Cyclical,Apparel Retail,NXT.L
GB00B63QSB39,GRG,Greggs,6,100,,99.74,,,,,0.5,,,EOF260783681,,1654,12/06/2020,12:24:00,Buy,16.54,Consumer Defensive,Grocery Stores,GRG.L
US8522341036,SQ,Square,0.709945,1.25902,,50,,,,,,,,EOF260990665,,88.67,12/06/2020,13:32:00,Buy,70.42779305,Technology,Software—Infrastructure,SQ
GB00B63QSB39,GRG,Greggs,3,100,,49.51,,,,,0.25,,,EOF261607472,,1642,12/06/2020,15:03:00,Buy,16.42,Consumer Defensive,Grocery Stores,GRG.L
GB0002634946,BA.,BAE Systems,18,100,,91.31,,,,,0.45,,,EOF261612038,,504.8,12/06/2020,15:03:00,Buy,5.048,Industrials,Aerospace & Defense,BA.L
US92826C8394,V,Visa,0.3,1.25275,,45.57,,,,,,,,EOF261621707,,190.28,12/06/2020,15:05:00,Buy,151.8898423,Financial Services,Credit Services,V
US8522341036,SQ,Square,1,1.25316,,68.16,,,,,,,,EOF261625439,,85.42,12/06/2020,15:05:00,Buy,68.16368221,Technology,Software—Infrastructure,SQ
US37229T3014,GNUS,Genius Brands,16,1.25349,,49.65,,,,,,,,EOF261640210,,3.89,12/06/2020,15:08:00,Buy,3.103335487,Communication Services,Entertainment,GNUS
US08862E1091,BYND,Beyond Meat,0.4,1.25008,,46.17,,,,,,,,EOF262212815,,144.28,12/06/2020,19:03:00,Buy,115.4166133,Consumer Defensive,Packaged Foods,BYND
GB00BD0NVK62,BOWL,Hollywood Bowl Group,30,100,,51.1,,,,0.25,,,,EOF267655107,,169.5,17/06/2020,07:07:00,Buy,1.695,Consumer Cyclical,Leisure,BOWL.L
US87663X1028,TTCF,Tattooed Chef,3,1.23845,,44.4,,,,,,,,EOF272659598,,18.33,19/06/2020,13:35:00,Buy,14.80075901,Consumer Defensive,Packaged Foods,TTCF
